75,79,20,70,150,94,82,53,11,53,
76,90,70,50,160,83,83,65,11,65,
77,72,50,20,90,41,33,45,12,45,
78,4,40,150,50,120,138,100,11,100,
79,37,40,90,120,99,98,92,9,92,
80,9,80,150,50,120,129,135,8,135,
81,53,150,90,70,84,73,85,9,85,
82,84,150,130,90,118,141,125,12,125,
83,81,70,100,70,91,75,95,12,95,
84,80,70,100,40,82,85,55,7,55,
85,70,120,180,20,132,133,115,6,115,
86,11,150,110,130,116,127,125,12,125,
87,32,160,30,140,63,77,85,5,85,
88,45,80,100,120,106,128,110,9,110,
89,64,120,50,170,86,90,105,4,105,3,147.0,90.0,67.0,
90,174,50,140,140,126.5,130,145,8,145,
91,140,50,60,160,128.5,127,75,3,75,
92,161,80,140,100,103,114,125,13,125,
93,177,170,50,110,110,115,85,13,85,
94,164,20,100,70,67,63,75,11,75,
95,98,60,150,140,129.5,144,115,13,115,
96,158,80,20,180,141,143,75,8,75,
97,124,150,40,180,154.5,155,125,11,125,
98,95,150,110,100,109,124,135,12,135,
99,106,30,120,170,141.5,145,125,11,125,
100,127,180,90,130,131.5,132,155,13,155,
101,139,130,30,170,143,130,125,10,125,
102,152,180,100,120,126,103,135,13,135,
103,130,100,80,130,118,93,110,11,110,
104,134,50,130,20,41,53,85,9,85,3,151.0,100.0,60.0,
105,96,60,150,160,143.5,124,145,11,145,
106,109,110,50,20,38,19,85,11,85,
107,165,20,180,30,51,43,65,9,65,
108,111,30,30,20,23,8,25,12,25,
109,94,30,40,100,80.5,64,50,3,50,
110,121,110,150,50,74,55,80,12,80,
111,116,80,80,80,80,54,,None,,
112,156,120,100,50,68,50,62,11,62,
113,102,50,40,80,69.5,56,43,11,43,
114,176,120,100,110,110,98,98,10,98,
115,179,50,120,180,151.5,135,65,6,65,
116,131,140,80,80,89,90,84,4,84,
117,97,130,60,60,70.5,52,,None,,
118,112,80,50,50,54.5,45,52,12,52,
119,133,130,170,90,108,108,94,9,94,3,135.0,82.0,60.0,
120,118,70,60,40,47.5,36,55,11,55,
121,157,50,140,180,154.5,164,98,6,98,
122,103,60,140,90,93,83,102,9,102,
123,173,20,90,70,65.5,67,52,6,52,
124,154,180,110,150,148.5,133,145,10,145,
125,91,130,160,140,141.5,155,135,8,135,
126,145,150,30,100,97,87,95,10,95,
127,119,150,180,150,154.5,159,168,11,168,
128,146,70,90,130,115,116,92,8,92,
129,100,140,50,100,98.5,113,89,9,89,
130,105,70,140,50,66.5,53,120,9,120,
131,125,150,120,60,82.5,79,102,4,102,
132,150,120,170,160,155.5,162,145,12,145,
133,101,50,130,90,90,105,110,6,110,
134,162,50,130,130,118,123,119,11,119,3,149.0,96.0,62.0,
135,147,140,110,150,142.5,124,125,12,125,
136,113,160,120,30,63,61,105,11,105,
137,104,160,160,130,139,151,135,13,135,
138,92,20,80,120,99,80,78,10,78,
139,153,80,90,140,123.5,110,115,3,115,
140,108,160,140,90,108,104,125,10,125,
141,107,110,50,150,129,128,82,11,82,
142,120,80,40,130,109,97,118,4,118,
143,155,30,40,150,115.5,129,83,8,83,
144,144,150,80,150,139.5,117,135,6,135,
145,141,30,60,110,90.5,102,78,12,78,
146,114,150,50,50,65,60,82,5,82,
147,115,80,150,70,83.5,107,95,5,95,
148,136,100,90,20,42.5,19,65,9,65,
149,142,70,120,150,133.5,141,130,2,130,3,148.0,91.0,58.0,
150,135,170,30,40,58,38,65,9,65,
151,110,50,70,20,32,25,25,12,25,
152,170,150,50,160,142,145,65,8,65,
153,126,80,120,40,58,64,95,2,95,
154,123,170,20,20,42.5,25,16,12,16,
155,180,140,90,80,90.5,96,98,10,98,
156,169,60,140,50,65,79,89,2,89,
157,168,80,110,150,133.5,127,98,3,98,
158,137,40,30,170,129.5,108,55,13,55,
159,117,90,180,140,138.5,129,165,8,165,
160,172,70,120,160,140.5,132,125,13,125,
161,159,90,130,60,75,56,85,4,85,
162,148,50,110,140,122,133,115,5,115,
163,122,150,40,180,154.5,152,145,4,145,
164,129,100,100,110,107,105,107,12,107,3,143.0,109.0,70.0,
165,99,60,60,170,137,135,58,11,58,
166,143,160,20,170,146,142,135,11,135,
167,151,80,180,160,151,157,155,12,155,
168,163,30,100,70,68.5,74,68,6,68,
169,138,170,150,180,174,166,165,10,165,
170,171,140,170,110,123.5,137,144,9,144,
171,128,80,80,80,80,49,78,10,78,
172,178,150,140,50,78.5,71,115,4,115,
173,132,120,20,130,112,107,115,12,115,
174,175,180,120,90,108,104,112,5,112,
175,167,40,100,180,147,130,55,9,55,
176,93,80,100,40,55,76,65,3,65,
177,149,170,100,90,103.5,101,105,6,105,
178,160,130,110,180,162,156,145,13,145,
179,166,30,50,130,103,94,42,11,42,3,143.0,95.0,71.0,
